,source,target,start_timestamp,end_timestamp,trace_label,trace_id,latency,http_status,trace_start_timestamp,trace_end_timestamp
62,basic,station,1571634074659475.0,1571634074664684.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,5209.0,2,1571634017900964.0,1571634144663867.0
63,basic,station,1571634073041562.0,1571634073054960.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,13398.0,2,1571634017900964.0,1571634144663867.0
64,preserve,station,1571634070014016.0,1571634070018014.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,3998.0,2,1571634017900964.0,1571634144663867.0
65,basic,station,1571634065671116.0,1571634065676161.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,5045.0,2,1571634017900964.0,1571634144663867.0
66,preserve,security,1571634056092503.0,1571634058392269.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,2299766.0,2,1571634017900964.0,1571634144663867.0
67,preserve,notification,1571634055293323.0,1571634055510473.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,217150.0,2,1571634017900964.0,1571634144663867.0
68,basic,station,1571634049521490.0,1571634049529432.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,7942.0,2,1571634017900964.0,1571634144663867.0
69,preserve,ticketinfo,1571634035732925.0,1571634035784486.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,51561.0,2,1571634017900964.0,1571634144663867.0
70,ticketinfo,basic,1571634017900964.0,1571634017949024.0,1,dedecadf7b900fdbf4f9718bfd6fd67a,48060.0,2,1571634017900964.0,1571634144663867.0
71,gateway,assurance,1571634013015623.0,1571634013058545.0,1,779e90e5424fbc18f5638867da83c63d,42922.0,2,1571634013015623.0,1571634013058545.0
72,gateway,assurance,1571634013023097.0,1571634013099932.0,1,8fa5d9adc2eecd87879ba7398b9f373d,76835.0,2,1571634013023097.0,1571634013099932.0
73,gateway,order,1571634013072881.0,1571634013105822.0,0,392c1de75e1c047af616becc754abb98,32941.0,2,1571634013072881.0,1571634013105822.0
74,gateway,verification-code,1571634013302257.0,1571634013314379.0,0,e293d4dbf14b2ca1909aa9c176b1c5ad,12122.0,2,1571634013302257.0,1571634013314379.0
75,gateway,verification-code,1571634014035990.0,1571634014038517.0,0,27104e14fb20ddc459c204e0fbdb35cc,2527.0,2,1571634014035990.0,1571634014038517.0
76,gateway,cancel,1571634014199513.0,1571634014210314.0,0,def3d9430302d455b19580462ccb4921,10801.0,2,1571634014199513.0,1571634014210314.0
77,gateway,assurance,1571634014195264.0,1571634014351389.0,1,22ad184de2f38af242c72098c6e94e65,156125.0,2,1571634014195264.0,1571634014351389.0
78,gateway,verification-code,1571634014352669.0,1571634014355959.0,0,a565f03f4a5332d8e2ccad2a0dc98501,3290.0,2,1571634014352669.0,1571634014355959.0
79,gateway,auth,1571634047428759.0,1571634048220114.0,0,2fc5101302b7776460b1973f4293f802,791355.0,2,1571634047428759.0,1571634048220114.0
80,basic,station,1571634070589358.0,1571634070594148.0,0,7be6af82f30c06a5b09b3a4bf165d279,4790.0,2,1571634035929305.0,1571634070594148.0
81,travel,ticketinfo,1571634036081056.0,1571634036089854.0,0,7be6af82f30c06a5b09b3a4bf165d279,8798.0,2,1571634035929305.0,1571634070594148.0
82,travel,ticketinfo,1571634036002682.0,1571634036012364.0,0,7be6af82f30c06a5b09b3a4bf165d279,9682.0,2,1571634035929305.0,1571634070594148.0
83,travel,ticketinfo,1571634035929305.0,1571634035939272.0,0,7be6af82f30c06a5b09b3a4bf165d279,9967.0,2,1571634035929305.0,1571634070594148.0
84,gateway,auth,1571634047027773.0,1571634047672105.0,0,41df0addc2d6d5421cac23fb30e27cc6,644332.0,2,1571634047027773.0,1571634047672105.0
85,travel,ticketinfo,1571634037039728.0,1571634037051733.0,0,bd92bc36c1acfac893770b5b096d9d3f,12005.0,2,1571634035833771.0,1571634037051733.0
86,travel,ticketinfo,1571634035833771.0,1571634035845332.0,0,bd92bc36c1acfac893770b5b096d9d3f,11561.0,2,1571634035833771.0,1571634037051733.0
87,preserve,security,1571634128953860.0,1571634137701771.0,1,e90c649dffaddce954566fedee06a5fe,8747911.0,2,1571634018014877.0,1571634137701771.0
88,preserve,contacts,1571634116114736.0,1571634116121655.0,1,e90c649dffaddce954566fedee06a5fe,6919.0,2,1571634018014877.0,1571634137701771.0
89,travel,route,1571634106353246.0,1571634106361569.0,1,e90c649dffaddce954566fedee06a5fe,8323.0,2,1571634018014877.0,1571634137701771.0
90,preserve,order,1571634097862587.0,1571634097946008.0,1,e90c649dffaddce954566fedee06a5fe,83421.0,2,1571634018014877.0,1571634137701771.0
91,preserve,seat,1571634090458037.0,1571634090637833.0,1,e90c649dffaddce954566fedee06a5fe,179796.0,2,1571634018014877.0,1571634137701771.0
92,basic,station,1571634072587470.0,1571634072593487.0,1,e90c649dffaddce954566fedee06a5fe,6017.0,2,1571634018014877.0,1571634137701771.0
93,preserve,station,1571634053577320.0,1571634053581732.0,1,e90c649dffaddce954566fedee06a5fe,4412.0,2,1571634018014877.0,1571634137701771.0
94,basic,station,1571634051395367.0,1571634051401898.0,1,e90c649dffaddce954566fedee06a5fe,6531.0,2,1571634018014877.0,1571634137701771.0
95,preserve,station,1571634051100320.0,1571634051105592.0,1,e90c649dffaddce954566fedee06a5fe,5272.0,2,1571634018014877.0,1571634137701771.0
96,preserve,ticketinfo,1571634034293183.0,1571634034396800.0,1,e90c649dffaddce954566fedee06a5fe,103617.0,2,1571634018014877.0,1571634137701771.0
97,ticketinfo,basic,1571634029692411.0,1571634029702294.0,1,e90c649dffaddce954566fedee06a5fe,9883.0,2,1571634018014877.0,1571634137701771.0
98,ticketinfo,basic,1571634018014877.0,1571634018115426.0,1,e90c649dffaddce954566fedee06a5fe,100549.0,2,1571634018014877.0,1571634137701771.0
99,gateway,cancel,1571634054293643.0,1571634054312284.0,0,55200342b5495c56a4ee123a5de1d8bb,18641.0,2,1571634054293643.0,1571634054312284.0
100,basic,station,1571634072767122.0,1571634072771840.0,0,5be3aa3c4ec3a6a498adf70e17db1907,4718.0,2,1571634017360390.0,1571634072771840.0
101,basic,station,1571634072654997.0,1571634072659200.0,0,5be3aa3c4ec3a6a498adf70e17db1907,4203.0,2,1571634017360390.0,1571634072771840.0
102,travel,ticketinfo,1571634036664180.0,1571634036675820.0,0,5be3aa3c4ec3a6a498adf70e17db1907,11640.0,2,1571634017360390.0,1571634072771840.0
103,ticketinfo,basic,1571634029367609.0,1571634029375400.0,0,5be3aa3c4ec3a6a498adf70e17db1907,7791.0,2,1571634017360390.0,1571634072771840.0
104,ticketinfo,basic,1571634017432949.0,1571634017440262.0,0,5be3aa3c4ec3a6a498adf70e17db1907,7313.0,2,1571634017360390.0,1571634072771840.0
105,ticketinfo,basic,1571634017360390.0,1571634017368080.0,0,5be3aa3c4ec3a6a498adf70e17db1907,7690.0,2,1571634017360390.0,1571634072771840.0
106,basic,price,1571634121456691.0,1571634121460983.0,0,ed01bde4c80e3a251856e4fb52632f37,4292.0,2,1571634037347017.0,1571634121460983.0
107,travel,train,1571634110611955.0,1571634110617076.0,0,ed01bde4c80e3a251856e4fb52632f37,5121.0,2,1571634037347017.0,1571634121460983.0
108,ticketinfo,basic,1571634037347017.0,1571634037353702.0,0,ed01bde4c80e3a251856e4fb52632f37,6685.0,2,1571634037347017.0,1571634121460983.0
109,gateway,assurance,1571634019369777.0,1571634019507857.0,1,de51918d0c2ef568e8b6b0925bcf53a8,138080.0,2,1571634019369777.0,1571634019507857.0
110,gateway,assurance,1571634017678045.0,1571634017702405.0,1,e9727975514460c4d68a6b5870685e73,24360.0,2,1571634017678045.0,1571634017702405.0
111,gateway,order-other,1571634017356898.0,1571634017854370.0,1,0e09efa85d9b3337bc28a50917f23034,497472.0,9,1571634017356898.0,1571634017854370.0
112,gateway,order-other,1571634017471385.0,1571634017950771.0,1,9c26b46062f4c7a41e9c4e99ff0c9144,479386.0,9,1571634017471385.0,1571634017950771.0
113,order-other,station,1571634080977212.0,1571634080980327.0,1,12827c4328aae1bf38590da214bda17f,3115.0,2,1571634080977212.0,1571634080980327.0
114,gateway,admin-order,1571634056807054.0,1571634057864955.0,1,68ecaed61d2e189773f1cef09732367d,1057901.0,9,1571634056807054.0,1571634057864955.0
115,order-other,station,1571634100184469.0,1571634100285742.0,1,dc8c811176dbe540ef240a0c10936856,101273.0,2,1571634100184469.0,1571634100285742.0
116,basic,train,1571634129192761.0,1571634129198607.0,0,7718771d1130931b664da2a795d88b65,5846.0,2,1571634019005733.0,1571634129198607.0
117,basic,station,1571634054163123.0,1571634054167813.0,0,7718771d1130931b664da2a795d88b65,4690.0,2,1571634019005733.0,1571634129198607.0
118,basic,station,1571634054156552.0,1571634054162807.0,0,7718771d1130931b664da2a795d88b65,6255.0,2,1571634019005733.0,1571634129198607.0
119,basic,station,1571634052941581.0,1571634052947245.0,0,7718771d1130931b664da2a795d88b65,5664.0,2,1571634019005733.0,1571634129198607.0
120,basic,station,1571634052808382.0,1571634052814506.0,0,7718771d1130931b664da2a795d88b65,6124.0,2,1571634019005733.0,1571634129198607.0
121,basic,station,1571634046925499.0,1571634046931373.0,0,7718771d1130931b664da2a795d88b65,5874.0,2,1571634019005733.0,1571634129198607.0
122,basic,price,1571634026315893.0,1571634026321235.0,0,7718771d1130931b664da2a795d88b65,5342.0,2,1571634019005733.0,1571634129198607.0
123,basic,route,1571634019005733.0,1571634019010751.0,0,7718771d1130931b664da2a795d88b65,5018.0,2,1571634019005733.0,1571634129198607.0
124,food,food-map,1571634130101953.0,1571634130106933.0,0,99a1824d18724c075ae72f328e56bf43,4980.0,2,1571634021771573.0,1571634130106933.0
125,food,food-map,1571634130088092.0,1571634130093041.0,0,99a1824d18724c075ae72f328e56bf43,4949.0,2,1571634021771573.0,1571634130106933.0
126,food,station,1571634056793548.0,1571634056799891.0,0,99a1824d18724c075ae72f328e56bf43,6343.0,2,1571634021771573.0,1571634130106933.0
127,gateway,food,1571634038661800.0,1571634038700389.0,0,99a1824d18724c075ae72f328e56bf43,38589.0,2,1571634021771573.0,1571634130106933.0
128,travel,route,1571634021771573.0,1571634021777626.0,0,99a1824d18724c075ae72f328e56bf43,6053.0,2,1571634021771573.0,1571634130106933.0
129,food,food-map,1571634130240503.0,1571634130246692.0,0,0656833c50bb2084c8e4ea041e5ea888,6189.0,2,1571634024367268.0,1571634130246692.0
130,food,station,1571634053111055.0,1571634053115639.0,0,0656833c50bb2084c8e4ea041e5ea888,4584.0,2,1571634024367268.0,1571634130246692.0
131,food,station,1571634052387573.0,1571634052392974.0,0,0656833c50bb2084c8e4ea041e5ea888,5401.0,2,1571634024367268.0,1571634130246692.0
132,travel,route,1571634024367268.0,1571634024372351.0,0,0656833c50bb2084c8e4ea041e5ea888,5083.0,2,1571634024367268.0,1571634130246692.0
133,gateway,order,1571634019741424.0,1571634019779091.0,0,32b60ea3ff3849505b793eb53bccc829,37667.0,2,1571634019741424.0,1571634019779091.0
134,order-other,station,1571634057179412.0,1571634057185372.0,1,64ac9b0f617224ed178d7581c4e487ad,5960.0,2,1571634057179412.0,1571634057185372.0
135,gateway,order-other,1571634018329872.0,1571634020811337.0,1,87c97507280286a425c3a7ed3c6c8552,2481465.0,9,1571634018329872.0,1571634020811337.0
136,gateway,preserve,1571634132752272.0,1571634134225012.0,0,c324e3d468f092c6e988224ab26974ec,1472740.0,2,1571634020743538.0,1571634134225012.0
137,travel,train,1571634130434206.0,1571634130440253.0,0,c324e3d468f092c6e988224ab26974ec,6047.0,2,1571634020743538.0,1571634134225012.0
138,basic,station,1571634056877489.0,1571634056882313.0,0,c324e3d468f092c6e988224ab26974ec,4824.0,2,1571634020743538.0,1571634134225012.0
139,basic,station,1571634053036729.0,1571634053041384.0,0,c324e3d468f092c6e988224ab26974ec,4655.0,2,1571634020743538.0,1571634134225012.0
140,basic,station,1571634048423098.0,1571634048428979.0,0,c324e3d468f092c6e988224ab26974ec,5881.0,2,1571634020743538.0,1571634134225012.0
141,basic,station,1571634046892126.0,1571634046897427.0,0,c324e3d468f092c6e988224ab26974ec,5301.0,2,1571634020743538.0,1571634134225012.0
142,travel,route,1571634020743538.0,1571634020956301.0,0,c324e3d468f092c6e988224ab26974ec,212763.0,2,1571634020743538.0,1571634134225012.0
143,travel,route,1571634021185839.0,1571634021191778.0,0,4c0605225ebc86877fbb836e29cf0c64,5939.0,2,1571634021185839.0,1571634021191778.0
144,gateway,cancel,1571634088704089.0,1571634088716747.0,0,1f2db2aeeda9946910a59970c0317c5d,12658.0,2,1571634088704089.0,1571634088716747.0
145,basic,station,1571634054181517.0,1571634054187159.0,0,11f939150aae6dc49cc3e247c4318f27,5642.0,2,1571634021078226.0,1571634054187159.0
146,basic,station,1571634049485121.0,1571634049489598.0,0,11f939150aae6dc49cc3e247c4318f27,4477.0,2,1571634021078226.0,1571634054187159.0
147,travel,route,1571634021078226.0,1571634021296829.0,0,11f939150aae6dc49cc3e247c4318f27,218603.0,2,1571634021078226.0,1571634054187159.0
148,food,travel,1571634131970799.0,1571634131982706.0,0,36c05c485b0c005a25ac07444fdce5a3,11907.0,2,1571634021339418.0,1571634131982706.0
149,food,food-map,1571634131153177.0,1571634131158788.0,0,36c05c485b0c005a25ac07444fdce5a3,5611.0,2,1571634021339418.0,1571634131982706.0
150,food,food-map,1571634131093716.0,1571634131099702.0,0,36c05c485b0c005a25ac07444fdce5a3,5986.0,2,1571634021339418.0,1571634131982706.0
151,food,station,1571634058327858.0,1571634058333327.0,0,36c05c485b0c005a25ac07444fdce5a3,5469.0,2,1571634021339418.0,1571634131982706.0
152,travel,route,1571634021339418.0,1571634021345373.0,0,36c05c485b0c005a25ac07444fdce5a3,5955.0,2,1571634021339418.0,1571634131982706.0
153,food,travel,1571634136389242.0,1571634136401638.0,0,05788d81efaed8fac3ccadfd30d7fa42,12396.0,2,1571634049517180.0,1571634136401638.0
154,food,food-map,1571634129484488.0,1571634129490063.0,0,05788d81efaed8fac3ccadfd30d7fa42,5575.0,2,1571634049517180.0,1571634136401638.0
155,food,station,1571634053883196.0,1571634053888811.0,0,05788d81efaed8fac3ccadfd30d7fa42,5615.0,2,1571634049517180.0,1571634136401638.0
156,food,station,1571634049517180.0,1571634049522895.0,0,05788d81efaed8fac3ccadfd30d7fa42,5715.0,2,1571634049517180.0,1571634136401638.0
157,gateway,cancel,1571634028668117.0,1571634029115182.0,0,2caea6b2242f63b6e40e87baf927d64f,447065.0,2,1571634028668117.0,1571634029115182.0
158,gateway,order-other,1571634021457335.0,1571634021599002.0,1,502d35044347b2d5ec2681f2fc007d40,141667.0,2,1571634021457335.0,1571634021599002.0
159,gateway,order,1571634021549612.0,1571634021614330.0,0,4229accae8e4d7bc25de7a5eee38e6e0,64718.0,2,1571634021549612.0,1571634021614330.0
160,order-other,station,1571634091730222.0,1571634091734581.0,1,40a594c7d19fb98b2de18e820851579e,4359.0,2,1571634091730222.0,1571634091734581.0
161,gateway,order-other,1571634022816810.0,1571634023328996.0,1,3c2c0a9e7fc4fc844dc41d74f93b46cf,512186.0,9,1571634022816810.0,1571634023328996.0
162,gateway,admin-order,1571634158984804.0,1571634159400241.0,1,04321b84d160a237f5a55bd0f78035c1,415437.0,9,1571634158984804.0,1571634159400241.0
163,gateway,order,1571634070819568.0,1571634070852441.0,0,07c8cc13479f542350a88c54f5136c23,32873.0,2,1571634049352238.0,1571634070852441.0
164,order,station,1571634049352238.0,1571634049378841.0,0,07c8cc13479f542350a88c54f5136c23,26603.0,2,1571634049352238.0,1571634070852441.0
165,order-other,station,1571634058138008.0,1571634058141642.0,1,8c0881d3590deaf63005b07bf070b3d6,3634.0,2,1571634021890788.0,1571634058141642.0
166,gateway,order-other,1571634021890788.0,1571634024149936.0,1,8c0881d3590deaf63005b07bf070b3d6,2259148.0,9,1571634021890788.0,1571634058141642.0
167,order-other,station,1571634104249356.0,1571634104259147.0,1,99133dd054f93fc78f27d8cc5137e3aa,9791.0,2,1571634023851431.0,1571634104259147.0
168,gateway,order-other,1571634023851431.0,1571634024328954.0,1,99133dd054f93fc78f27d8cc5137e3aa,477523.0,9,1571634023851431.0,1571634104259147.0
169,gateway,order-other,1571634023853409.0,1571634024354298.0,1,947c3192d5521d49c20360f0623e4023,500889.0,9,1571634023853409.0,1571634024354298.0
170,gateway,order-other,1571634086953152.0,1571634087403606.0,1,ff8ded0635b2e97cfd31c4abf6959252,450454.0,9,1571634027887800.0,1571634087403606.0
171,order-other,station,1571634027887800.0,1571634027899636.0,1,ff8ded0635b2e97cfd31c4abf6959252,11836.0,2,1571634027887800.0,1571634087403606.0
172,order-other,station,1571634026229478.0,1571634026255826.0,0,01e1717b6fdcf8ddd151bc7afacfbf07,26348.0,2,1571634026229478.0,1571634026255826.0
173,gateway,contacts,1571634026266458.0,1571634026272160.0,0,9555a524dd55d265be453b87510b06d0,5702.0,2,1571634026266458.0,1571634026272160.0
174,gateway,contacts,1571634026267668.0,1571634026272990.0,0,012fa04a7cb5222fea8b599a923b0138,5322.0,2,1571634026267668.0,1571634026272990.0
175,gateway,contacts,1571634026370564.0,1571634026376120.0,0,74f5eb17a7571f0919a97a91a8ca8663,5556.0,2,1571634026370564.0,1571634026376120.0
176,gateway,ui-dashboard,1571634026451393.0,1571634026453347.0,0,f5f3102e22843f58a3cb5cdce988e475,1954.0,3,1571634026451393.0,1571634026453347.0
177,gateway,ui-dashboard,1571634026456562.0,1571634026458498.0,0,59d4ce203df4121c20e2da4699103529,1936.0,3,1571634026456562.0,1571634026458498.0
178,basic,price,1571634182979197.0,1571634182985141.0,1,9e9310c82e16987652fd0dc22af95318,5944.0,2,1571634026265468.0,1571634182985141.0
179,basic,price,1571634182004053.0,1571634182009496.0,1,9e9310c82e16987652fd0dc22af95318,5443.0,2,1571634026265468.0,1571634182985141.0
180,preserve,food,1571634181697379.0,1571634181709057.0,1,9e9310c82e16987652fd0dc22af95318,11678.0,2,1571634026265468.0,1571634182985141.0
181,preserve,assurance,1571634178370686.0,1571634178526302.0,1,9e9310c82e16987652fd0dc22af95318,155616.0,2,1571634026265468.0,1571634182985141.0
182,preserve,notification,1571634177256152.0,1571634177451730.0,1,9e9310c82e16987652fd0dc22af95318,195578.0,2,1571634026265468.0,1571634182985141.0
183,preserve,travel,1571634161491072.0,1571634161842940.0,1,9e9310c82e16987652fd0dc22af95318,351868.0,2,1571634026265468.0,1571634182985141.0
184,travel,train,1571634153573512.0,1571634153580209.0,1,9e9310c82e16987652fd0dc22af95318,6697.0,2,1571634026265468.0,1571634182985141.0
